domain,name,phone,email,address,city,region,country,category,description
manta.com,MEETING OF LEGAL MINDS,+16784293476,dorelfoods@bellnet.ca,"200 Peachtree St Suite 206, Atlanta, GA 30303",atlanta,ga,ca,Attorneys & Lawyers,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Three D Metal Works Inc,+18432214888,dorelfoods@bellnet.ca,"152 Seaboard Rd, Andrews, SC 29510",andrews,sc,us,Metal Fabrication Services,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,BPA Contractors,+12079905514,dorelfoods@bellnet.ca,"Glenburn, ME, United States",glenburn,nd,us,Home Builders & Renovation Contractors,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Sew N Sew,+14063140174,dorelfoods@bellnet.ca,"211 Liberty St, Kalispell, MT 59901",kalispell,mt,us,Clothing Alteration Service & Tailors,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,CPR Promotions,+18586460047,dorelfoods@bellnet.ca,"101 whitney place, n2g 2x8, kitchener, on, canada, ontario",kitchener,ontario,ca,Digital & Marketing Agencies,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,A Better Choice Vending,+15412612113,dorelfoods@bellnet.ca,"476 Ridgeway Ave, Central Point, OR 97502",central point,or,us,Vending Machines,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,High Peak Electric Motors,14358427151.0,dorelfoods@bellnet.ca,"11 S Main, Meadow, UT 84644, United States",meadow,ut,us,Electric Supplies & Power Generation,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,"Manfred Schlender, LLB",12892224120.0,dorelfoods@bellnet.ca,"65 Kenneth Ave, Oshawa, ON L1G 5N3, Canada",oshawa,on,ca,,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,NYC Mobile Notary Public & Apostille Services,13474231585.0,dorelfoods@bellnet.ca,"123 7th Ave, Brooklyn, NY 11215",brooklyn,ny,us,Notaries,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,"Irene's Massage,Inc",17738076019.0,dorelfoods@bellnet.ca,"7132 N Harlem Ave #109, Chicago, IL 60631",chicago,il,ca,Spa & Wellness Centers,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,"Harmonic Gardens - Landscape Design, Installation, and Maintenance",12032735191.0,dorelfoods@bellnet.ca,"129 Lancer Rd, Riverside, CT 06878",riverside,ct,ca,Landscaping & Lawn Services,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,ABMdigital,+16022996593,dorelfoods@bellnet.ca,"3144 W Lewis Ave #2, Phoenix, AZ 85009",phoenix,az,us,Office Equipment & Supplies,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Buffalo Flooring & Carpet Installation Company,+17162093034,dorelfoods@bellnet.ca,"101 whitney place, n2g 2x8, kitchener, on, canada, ontario",kitchener,ontario,us,Flooring Contractors,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,"Astec Underground Utilities, LLC",+14077091494,dorelfoods@bellnet.ca,"37 N Orange Ave #500, Orlando, FL 32801",orlando,fl,ca,Oil & Gas - Extraction & Distribution,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Express Pressure Wash,+12085730242,dorelfoods@bellnet.ca,"3923 Summit Ln, Nampa, ID 83687",nampa,id,us,Office & Industrial Cleaning,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Bestflor Distributors Inc.,+18609511644,dorelfoods@bellnet.ca,"70 Meadow St, Hartford, CT 06114",hartford,ct,us,"Florists, Nurseries & Plant Stores",ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Centrdale Barber Shop,+14015857230,dorelfoods@bellnet.ca,"Centrdale Barber Shop 2057 Smith Street (401) 585-7230 Willie Chillie & William Chillie, North Providence, RI 02911",north providence,ri,us,Barber Shops,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,New Essecare of NJ,+19734140091,dorelfoods@bellnet.ca,"20 Main St, City of Orange, NJ 07050",orange,nj,ca,Rehab & Addiction - Centers & Therapists,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Gutter Works of florida inc,+18636043377,dorelfoods@bellnet.ca,"6155 Florida Ave S, Lakeland, FL 33813",lakeland,fl,us,Office & Industrial Cleaning,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Seidel Cleaning Service LLC,+17193088871,dorelfoods@bellnet.ca,"Colorado Springs, CO",colorado springs,co,us,Housekeeping Services,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,"Andrews' PC Solutions, LLC",+12674327469,dorelfoods@bellnet.ca,"101 whitney place, n2g 2x8, kitchener, on, canada, ontario",kitchener,ontario,ca,Computer Repair & Service,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Phase Environmental,+15105161622,dorelfoods@bellnet.ca,"667 32nd St, Oakland, CA 94609, United States",oakland,ca,us,Environmental & Ecological Services,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Bicycle Bob's,+17156032147,dorelfoods@bellnet.ca,"531 Cherry St, Prescott, WI 54021",prescott,wi,us,Bicycle Repair Shop,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,The Church of Jesus Christ Apostolic Inc.,15197534324.0,dorelfoods@bellnet.ca,"144 Albion St, Brantford, ON N3T 3M9, Canada",brantford,on,ca,Churches & Religious Organizations,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Donohoo Accounting Services - Property Management,15135283982.0,dorelfoods@bellnet.ca,"280 Piedmont Ave, Cincinnati, OH 45219",cincinnati,oh,ca,Accounting & Bookkeeping Services,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,RET Racing Engine Technologies,12317405862.0,dorelfoods@bellnet.ca,"2060 Rambling Oak Dr, Muskegon, MI 49445",muskegon,mi,us,Auto Parts & Repair Shops,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Finch Drilling & Construction LLC,18165752272.0,dorelfoods@bellnet.ca,"101 whitney place, n2g 2x8, kitchener, on, canada, ontario",kitchener,ontario,ca,Oil & Gas - Extraction & Distribution,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Electrical Packaging Co. (ELPAC),14257455466.0,dorelfoods@bellnet.ca,"11627 Airport Rd, Everett, WA 98204",everett,wa,us,Electrical & Wiring Contractors,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,John's Small Engine Repair LLC.,14054104734.0,dorelfoods@bellnet.ca,"2201 NE 88th St, Oklahoma City, OK 73131",oklahoma city,ok,ca,Engines,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,"M J Works Hose & Fitting, LLC",17089955723.0,dorelfoods@bellnet.ca,"11122 W 189th Pl, Mokena, IL 60448",mokena,il,us,Pumps & Hydraulics Manufacturing,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,D&R Landscaping and Tree Service,17046050616.0,dorelfoods@bellnet.ca,"3+ years in business · Charlotte, NC",charlotte,nc,us,Landscaping & Lawn Services,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,luis concrete,13032495453.0,dorelfoods@bellnet.ca,"16804 E Nassau Dr, Aurora, CO 80013",aurora,co,us,Landscaping & Lawn Services,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Global Lobbyists,17037316342.0,dorelfoods@bellnet.ca,"P O Box 5526, Arlington, VA 22205",arlington,va,us,Travel Agencies,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Pacific AG Services Inc,15596593015.0,dorelfoods@bellnet.ca,"915 10th St, Firebaugh, CA 93622",firebaugh,ca,us,Farms & Agriculture Production,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Budget Paving - Asphalt Paving in Charlotte NC,17045739011.0,dorelfoods@bellnet.ca,"101 whitney place, n2g 2x8, kitchener, on, canada, ontario",kitchener,ontario,ca,Asphalt & Paving Services,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Randy's Insulation & Drop,15736368997.0,dorelfoods@bellnet.ca,"6917 Tanner Bridge Rd, Jefferson City, MO 65101, United States",jefferson city,mo,us,Drywall & Insulation Contractors,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Smith Masonry,14784881763.0,dorelfoods@bellnet.ca,"141 Buck Corbin Rd, Lyons, GA 30436",lyons,ga,us,Masonry Contractors,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,U.S. Navtech Marine Surveyor,14409879114.0,dorelfoods@bellnet.ca,"101 whitney place, n2g 2x8, kitchener, on, canada, ontario",kitchener,ontario,us,Surveying Services,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Manta,18888755833.0,dorelfoods@bellnet.ca,"800 N High St, Columbus, OH 43215",columbus,oh,us,Travel Agencies,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,RA West LA Local Tax Preparation,13106636351.0,dorelfoods@bellnet.ca,"101 whitney place, n2g 2x8, kitchener, on, canada, ontario",kitchener,ontario,us,Tax Preparation,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Chesapeake International Holding Company,18046791000.0,dorelfoods@bellnet.ca,"1201 E Cary St, Richmond, VA 23219, United States",richmond,va,us,Industrial Machinery & Supplies,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Scott's Plastering Inc.,19207575784.0,dorelfoods@bellnet.ca,"N1678 Municipal Dr, Greenville, WI 54942",greenville,wi,us,Drywall & Insulation Contractors,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,K & J Truck Repair Inc,15043676165.0,dorelfoods@bellnet.ca,"724 Peters Rd, Harvey, LA 70058",harvey,la,us,Auto Parts & Repair Shops,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Great Physical Therapist Las Vegas,17026055721.0,dorelfoods@bellnet.ca,"2866 Marion Dr, Las Vegas, NV 89115",las vegas,nv,us,Sports Medicine & Physical Therapy,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Nationwide Auto Transport,18562290768.0,dorelfoods@bellnet.ca,"101 whitney place, n2g 2x8, kitchener, on, canada, ontario",kitchener,ontario,ca,,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Panhandle Land Surveying,13082472602.0,dorelfoods@bellnet.ca,"101 whitney place, n2g 2x8, kitchener, on, canada, ontario",kitchener,ontario,us,Surveying Services,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Rowe’s home improvement inc,15396644028.0,dorelfoods@bellnet.ca,"544 E 56th St N, Tulsa, OK 74126",tulsa,ok,ca,Construction Services,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,"A&J Poole & Sons Mobile Mechanic, LLC",18166325552.0,dorelfoods@bellnet.ca,"10375 US-69, Cameron, MO 64429",cameron,mo,us,Engines,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Airport Shuttle $50.00,12392345850.0,dorelfoods@bellnet.ca,"2820 White Blvd, Naples, FL 34117",naples,fl,us,Taxicabs,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,New Brunswick Chiropractic Center,17322470800.0,dorelfoods@bellnet.ca,"177 Livingston Ave, New Brunswick, NJ 08901",new brunswick,nj,us,Chiropractors,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,B & B Interiors Drywall & Metal Framing,15599742024.0,dorelfoods@bellnet.ca,"17113 Mark Rd, Madera, CA 93636",madera,ca,us,Drywall & Insulation Contractors,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Aero-Dyna-Kleen,14796368666.0,dorelfoods@bellnet.ca,"500 Indian Trail, Springdale, AR 72764",springdale,ar,us,"Marble, Granite & Stone Products",ALMOST ALWAYS SAME DAY SERVICE !
manta.com,TNT Propane,16017984550.0,dorelfoods@bellnet.ca,"83 W Union Rd, Carriere, MS 39426",carriere,ms,us,Oil & Gas - Extraction & Distribution,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,AAA Your Copier Co,16022996593.0,dorelfoods@bellnet.ca,"11595 W Carol Ave, Youngtown, AZ 85363",youngtown,az,us,Office Equipment & Supplies,ALMOST ALWAYS SAME DAY SERVICE !
manta.com,Bonnette's Mobile Home Transportation & Service,13186404753.0,dorelfoods@bellnet.ca,"4420 Monroe Hwy, Ball, LA 71405",ball,la,us,"Motor Homes, Trailers & RVs - Dealers & Rentals",ALMOST ALWAYS SAME DAY SERVICE !
climatecare.com,ClimateCare Canada,+19053199828,,"920 Brant St Unit 10, Burlington, ON L7R 4J1, Canada",burlington,on,ca,Heating & Air Conditioning,
uniqlo.com,Uniqlo Canada Inc,+14169554576,,"130 Spadina Ave. #301, Toronto, ON M5V 2L4, Canada",toronto,on,ca,Clothing Stores,
uniqlo.com,UNIQLO-LE-MARAIS,+33170386670,,"39 Rue des Francs Bourgeois, 75004 Paris, France",paris,idf,fr,Clothing Stores,
uniqlo.com,UNIQLO Pike and Rose,,,"North Bethesda, MD · In Pike & Rose",,,,Clothing Stores,
uniqlo.com,UNIQLO High Street Kensington,,,"54-58 Kensington High St, London W8 4PE, United Kingdom",london,eng,gb,Clothing Stores,
uniqlo.com,UNIQLO Hawaii,+18086003831,,"1450 Ala Moana Blvd #2730, Honolulu, HI 96814, United States",honolulu,hi,us,Clothing Stores,
uniqlo.com,UNIQLO Newbury,,,"341 Newbury St, Boston, MA 02115",boston,ma,us,,
uniqlo.com,UNIQLO Tauentzien - Flagship Store,,,"Tauentzienstraße 7b/c, 10789 Berlin, Germany",berlin,be,,Clothing Stores,
uniqlo.com,UNIQLO Oshawa Centre,12893558104.0,,"OSHAWA CENTRE, 419 King St W, Oshawa, ON L1J 2H9, Canada",oshawa,on,ca,Clothing Stores,
uniqlo.com,UNIQLO Coquitlam Centre,17788310170.0,,"2929 Barnet Hwy, Coquitlam, BC V3B 5R5, Canada",coquitlam,bc,ca,Clothing Stores,
uniqlo.com,UNIQLO Woodfield Mall,,,"Woodfield Mall 5 Woodfield Mall Space F114B, Schaumburg, IL 60173",schaumburg,il,us,Clothing Stores,
uniqlo.com,UNIQLO Oxford,,,"SU 42-43, The Westgate Centre, Oxford OX1 1TR, United Kingdom",oxford,eng,,Clothing Stores,
uniqlo.com,UNIQLO Bellevue Collection,,,"2110 Bellevue Square, Bellevue, WA 98004",bellevue,wa,us,Clothing Stores,
uniqlo.com,UNIQLO Guildford Town Centre,+17788270213,,"3+ years in business · Surrey, BC, Canada · In Guildford Town Centre",,,ca,Clothing Stores,
uniqlo.com,UNIQLO Vaughan Mills,+12894591626,,"1 Bass Pro Mills Dr, Concord, ON L4K 5W4, Canada",concord,on,ca,Clothing Stores,
uniqlo.com,UNIQLO Centre Eaton de Montréal,+14383645421,,"705 Saint-Catherine St W, Montreal, Quebec H3B 4G5, Canada",montreal,qc,ca,Clothing Stores,
uniqlo.com,UNIQLO 311 Oxford Street,,,"311 Oxford St, Mayfair, London W1C 2HP, United Kingdom",london,eng,,Clothing Stores,
uniqlo.com,UNIQLO Upper Canada,+12898030358,,"17600 Yonge St, Newmarket, ON L3Y 4Z1, Canada",newmarket,on,ca,Clothing Stores,
uniqlo.com,UNIQLO Carrefour Laval,+15799796839,,3.0 (2) · Clothing store,,,ca,Clothing Stores,
uniqlo.com,UNIQLO 170 Oxford Street,,,"170 Oxford St, Fitzrovia, London W1D 1NQ, United Kingdom",london,eng,,Clothing Stores,
uniqlo.com,Uniqlo,81989319601.0,,"Kitanakagusuku, Okinawa, Japan · In AEONMALL OKINAWA RYCOM",,,jp,Clothing Stores,
uniqlo.com,UNIQLO Glendale Galleria,,,"1178 Galleria Way, Glendale, CA 91210",glendale,ca,,Clothing Stores,
uniqlo.com,UNIQLO Metropolis at Metrotown,16043589157.0,,"4800 Kingsway, Burnaby, BC V5H 4J2, Canada",burnaby,bc,ca,Clothing Stores,
uniqlo.com,UNIQLO Yorkdale Shopping Centre,14164349519.0,,"3401 Dufferin St, North York, ON M6A 2T9, Canada",north york,on,ca,Clothing Stores,
uniqlo.com,UNIQLO-TOULOUSE,33170386670.0,,"3 Rue du Poids de l'Huile, 31000 Toulouse, France",toulouse,occ,fr,Clothing Stores,
uniqlo.com,유니클로 I-parkmall 용산점 (UNIQLO ユニクロ),82220123772.0,,"South Korea, Seoul, Yongsan-gu, Hangangno 3(sam)-ga, Hangang-daero 23-gil, 55 아이파크몰 유니클로 I-parkmall 용산점 (UNIQLO ユニクロ) 2층",seoul,11,kr,Clothing Stores,
uniqlo.com,UNIQLO Square One,16478120551.0,,"100 City Centre Dr, Mississauga, ON L5B 2C9, Canada",mississauga,on,ca,Clothing Stores,
uniqlo.com,UNIQLO Regent Street,,,"84-86 Regent St, Soho, London W1B 5RR, United Kingdom",london,eng,,Clothing Stores,
uniqlo.com,UNIQLO Europe Limited,,,"311 Oxford St, London W1C 2HP, United Kingdom",london,eng,gb,Industrial Machinery & Supplies,
uniqlo.com,UNIQLO CF Richmond Centre,16043308107.0,,"6551 No. 3 Rd, Richmond, BC V6Y 2B6, Canada",richmond,bc,ca,Clothing Stores,
uniqlo.com,UNIQLO,15142128155.0,,"Carrefour Laval, Laval, Quebec H7T 1X5, Canada",chomedey northwest,qc,ca,Clothing Stores,
uniqlo.com,UNIQLO CF Toronto Eaton Centre,14164343486.0,,"220 Yonge St, Toronto, ON M5B 2L7, Canada",toronto,on,ca,Clothing Stores,
rugremedy.com,Rugremedy UK,441442866287.0,,"Unit 1, Woodcroft Farm, Water End Rd, Berkhamsted HP4 2SH, United Kingdom",berkhamsted,eng,gb,Pest Services & Agricultural Chemicals,
nichefordesign.com,Niche for Design inc.,+19053790792,,"370 Main St E Unit 301, Hamilton, ON L8N 1J6, Canada",hamilton,on,ca,Decorators & Interior Designers,
elitewindowschatham.ca,Elite Windows And Doors (Chatham) Ltd.,15193515100.0,,"460 St Clair St, Chatham, ON N7L 3K8, Canada",chatham,on,ca,Windows & Door Shops,
wmsdesignz.com,WMS Designz Ltd,12364203386.0,w@wmsdesignz.com,"610 Monterey Rd, Kelowna, BC V1X 1A2, Canada",kelowna,bc,ca,Signs & Commercial Screens,"Graphic Design, Custom Signs, Logo Design, AutoArt/Wraps, Decals, Paint Protection, Heat Transfer, T-Shirts, Social Distancing Solutions & More... Additional Information K-Town's One Stop Custom Design Shop, Specializing in: Service, Signs (of ALL Kinds), Vehicle Wraps, Design, Banners, Vehicle Decals, Heat Transfer, Paint Protection, & Much, Much More!"
bewellmedicalclinic.com,Be Well,+19057097979,info@bewellmedicalclinic.com,"8700 Bathurst St Unit 7, Thornhill, ON L4J 9J8, Canada",thornhill,on,ca,Alternative Therapy,"We take a holistic approach to wellness and living.We got you covered for health, wellness and non-Invasive aesthetic needs."
monarchrebuilding.com,Monarch Rebuilding,15196815640.0,,"75 Bessemer Rd #5, London, ON N6E 1P9, Canada",london,on,ca,,
chabadrichmond.com,Chabad Richmond,16042776427.0,info@chabadrichmond.com,"4775 Blundell Rd, Richmond, BC V7C 1H2, Canada",richmond,bc,ca,Churches & Religious Organizations,Chabad of Richmond - Where Every Jew is Family
tesco.com,Tesco Direct Click and Collect,443450269016.0,,"93 Eastern Ave, Shoreham-by-Sea BN43 6PE, United Kingdom",shoreham-by-sea,eng,gb,Malls & Shopping Centers,
tesco.com,Tesco Distribution Centre,+441312890928,,"Carnegie Rd, Livingston EH54 8TB, United Kingdom",livingston,sct,gb,"Plumbing, Heating & Air Conditioning",
tesco.com,Timpson at Tesco,+443456779070,,"Osterley Park, Isleworth TW7 5NZ, United Kingdom",isleworth,eng,gb,"Alarms, Surveillance & Security Systems",
tesco.com,Tesco Atm,443450269016.0,,"718 London Rd, Stevenage SG2 8DT, United Kingdom",stevenage,eng,gb,,
tesco.com,Tesco Extra Petrol Station,+443456779505,,"9DD, Top Valley Dr, Nottingham NG5 9DD, United Kingdom",nottingham,eng,gb,,
tesco.com,Tesco Hand Car Wash/Rickmans Car Valet,+447494424972,,"Frogmore Wharf, Rickmansworth WD3 1LX, United Kingdom",rickmansworth,eng,gb,,
tesco.com,Tesco Cashpoint,443450269016.0,,"Address, 13 Beauvais Square, Shortstown, Bedford MK42 0GE, United Kingdom",bedford,eng,gb,,
tesco.com,LEEDS H/GATE ROAD EXP,+443456779442,,"20-22 Harrogate Rd, Leeds LS7 4LA, United Kingdom",leeds,eng,gb,,
tesco.com,Tesco Express.,+443456779313,,"Wyrley House, Walsall Rd., Great Wyrley, Walsall WS6 6LA",great wyrley,eng,gb,,
tesco.com,Tesco Tech Support,+443456779226,,"Skimpot Rd, Dunstable LU5 4JU, United Kingdom",dunstable,eng,gb,Money Transfer,
tesco.com,Laycock Chemists,441424755395.0,,"Saint Leonards-on-sea, United Kingdom",saint leonards-on-sea,eng,gb,Drug Stores & Pharmacies,
tesco.com,Tesco Mobile Shop,441933224350.0,,"Whitworth Way, Wellingborough NN8 2EF, United Kingdom",wellingborough,eng,gb,Phone Repair & Services,
tesco.com,Grocery Click & Collect Tesco Kingston,443450269016.0,,"Milton Keynes, United Kingdom · In Kingston Centre",milton keynes,eng,gb,Vitamins & Supplements,
tesco.com,Esso Filling Station,443450269016.0,,"479 Bristol Rd, Birmingham B29 6BD, United Kingdom",birmingham,eng,gb,,
tesco.com,SOLIHULL PFS,441212537545.0,,"1505 Stratford Rd, Shirley, Solihull B90 4EN, United Kingdom",solihull,eng,gb,Vitamins & Supplements,
tesco.com,Nails By Ann,447825914249.0,,"1 Church Ln, Berkhamsted HP4 2AX, United Kingdom",berkhamsted,eng,gb,Beauty Salons,
tesco.com,Tesco - Post Room & Goods In,441992632222.0,,"Welwyn Garden City AL7 1GA, United Kingdom",welwyn garden city,eng,gb,Industrial Machinery & Supplies,
tesco.com,Tesco Doncaster Distribution Centre,443450269016.0,,"8 Middle Bank, Doncaster DN4 5JJ, United Kingdom",doncaster,eng,gb,"Plumbing, Heating & Air Conditioning",
tesco.com,Tesco petrol station,443450269016.0,,"10 George Street Ringway, Coventry CV12 8EB, United Kingdom",coventry,eng,gb,,
tesco.com,Tesco Scan As You Shop,443456779417.0,,"Maidenwell Ave, Leicester LE5 1BJ, United Kingdom",leicester,eng,gb,Cameras & Photographic Equipment Stores,
tesco.com,Cash Point,443450269016.0,,"Brighouse, United Kingdom",brighouse,eng,gb,,
tesco.com,Tesco CFC Distribution Centre Crawley,443450269016.0,,"Hydehurst Ln, Crawley RH10 9AS, United Kingdom",crawley,eng,gb,"Plumbing, Heating & Air Conditioning",
tesco.com,F&F Clothing,443456779806.0,,"Biscay Way, Wath upon Dearne, Rotherham S63 7DA, United Kingdom",wath upon dearne,eng,gb,Clothing Stores,
tesco.com,Tesco ATM,443456779013.0,,"Tring Rd, Aylesbury HP20 1PQ, United Kingdom",aylesbury,eng,gb,,
tesco.com,Tesco Car Park,443452666579.0,,"Maidenwell Ave, Leicester LE5 1BJ, United Kingdom",leicester,eng,gb,Valet Services & Parking Lots,
tesco.com,Instore Pharmacy,441904394123.0,,"Askham Bar, Tadcaster Rd, York YO24 1LW, United Kingdom",york,eng,gb,,
tesco.com,POOLE 4 BRANKSOME PFS,441202457545.0,,"Poole Road Branksome, Poole BH12 1AU, United Kingdom",poole,eng,gb,,
tesco.com,STAFFORD EXTRA PFS,441785359445.0,,"Newport Rd, Stafford ST16 2HE, United Kingdom",stafford,eng,gb,,
tesco.com,Tesco Express Petrol Station,+443450269705,,"247-249 Walsall Rd, West Bromwich B71 3HS, United Kingdom",west bromwich,eng,gb,Vitamins & Supplements,
tesco.com,Tesco Travel Money,+441454626422,,"Eastgate Rd, Bristol BS5 6XU, United Kingdom",bristol,eng,gb,Currency Exchange Service,
tesco.com,Tesco - Plus Building,+441992632222,,"Shire Park, The Blvd, Welwyn Garden City AL7 1GB, United Kingdom",welwyn garden city,eng,gb,Industrial Machinery & Supplies,
tesco.com,The Walton Vale Shopping Outlets,443450269016.0,,"Warbreck Moor, Walton Vale, Longmoor Ln, Liverpool L9 4RQ, United Kingdom",liverpool,eng,gb,Malls & Shopping Centers,
tesco.com,Tesco Metro,+443456779437,,"57, Luton Mall, Luton LU1 2LL, United Kingdom",luton,eng,gb,Vitamins & Supplements,
tesco.com,Tesco Express and Petrol station,443450269016.0,,"21-23 Ty'n-Y-Parc Rd, Cardiff CF14 6BD, United Kingdom",cardiff,wls,gb,,
tesco.com,Tesco Petrol Station,+44800505555,,"Power Station Rd, Rugeley WS15 2HS, United Kingdom",rugeley,eng,gb,Oil & Gas - Extraction & Distribution,
tesco.com,Tesco Clothing Click and Collect,+443456106320,,"Neath Abbey Rd, Neath SA10 7FE, United Kingdom",neath,wls,gb,Clothing Stores,
tesco.com,Tesco Direct Order and Collect,+443456779736,,"Central Park Way, Wigan WN1 1XS, United Kingdom",wigan,eng,gb,Vitamins & Supplements,
tesco.com,Tesco DotCom,443450269016.0,,"Broadfields, Aylesbury HP19 8BB, United Kingdom",aylesbury,eng,gb,,
tesco.com,CRAIGMARLOCH PFS,+441236507245,,"22-24 st james place, mangotsfield, bs16 9jb, bristol, uk, england",mangotsfield,england,gb,Oil & Gas - Extraction & Distribution,
tesco.com,Tesco Bank ATM,+443456746537,,"Sizer Way, Hythe, Southampton SO45 5JA, United Kingdom",southampton,eng,gb,Banks & ATMs,
tesco.com,ROWNER GOSPORT EXP,+443450269138,,"1 Carless Cl, Rowner, Gosport PO13 9XJ, United Kingdom",gosport,eng,gb,,
tesco.com,Tesco Pharmacy,+441473560108,,"Ropes Dr, Kesgrave, Ipswich IP5 2FU, United Kingdom",ipswich,eng,gb,Drug Stores & Pharmacies,
tesco.com,Phone Store Within Tesco Superstore,+443450269510,,"Tesco Phone Store Inside Superstore, Deysbrook Ln, Liverpool L12 4YL, United Kingdom",liverpool,eng,gb,Phone Repair & Services,
tesco.com,Tesco Travel,+441733341234,,"Serpentine Green Shopping Centre, Peterborough PE7 8BD, United Kingdom",peterborough,eng,gb,,
tesco.com,CARLISLE 1,+443456779135,,"Victoria Viaduct, Carlisle CA3 8AJ, United Kingdom",carlisle,eng,gb,Vitamins & Supplements,
tesco.com,Ronald Q. MacDonald,443456779789.0,,"Tesco, Chesterfield S43 4JN, United Kingdom",chesterfield,eng,gb,,
tesco.com,Tesco express,443456102881.0,,"10-15 Saville Row, Newcastle upon Tyne NE1 8JE, United Kingdom",newcastle upon tyne,eng,gb,,
tesco.com,Tesco Extra,443456106319.0,,"Bridgewater Retail Park, Banbridge BT32 4LF, United Kingdom",banbridge,nir,gb,Vitamins & Supplements,
tesco.com,Tesco hand car wash,443456719466.0,,"Ashley Retail Park, Lugsdale Rd, Widnes WA8 7YT, United Kingdom",widnes,eng,gb,Car Washes,
tesco.com,Tesco Hand Car Wash,443456779076.0,,"Eastgate Rd, Bristol BS5 6XU, United Kingdom",bristol,eng,gb,Vitamins & Supplements,
tesco.com,ATM,443456746441.0,,"1 Reigate Rd, Dorking RH4 1SG, United Kingdom",dorking,eng,gb,,
tesco.com,F & F at Tesco,443456102915.0,,"Crown Centre, Stourbridge DY8 1YD, United Kingdom",stourbridge,eng,gb,Money Transfer,
tesco.com,EGERTON GATE MK EXP,443450269095.0,,"50 Egerton Gate, Shenley Brook End, Milton Keynes MK5 7HH, United Kingdom",shenley brook end,eng,gb,,
tesco.com,Tesco Hand Car Wash Bidston Moss,443456779053.0,,"Bidston Village Rd, Birkenhead, Prenton CH43 7AA, United Kingdom",prenton,eng,gb,,
tesco.com,Tesco Express,443452669668.0,,"Stewartby Ave, Hampton Vale, Peterborough PE7 8LS, United Kingdom",peterborough,eng,gb,Vitamins & Supplements,
tesco.com,Tesco Esso Express,443450269004.0,,"472 King St, Aberdeen AB24 3DF, United Kingdom",aberdeen,sct,gb,Vitamins & Supplements,
tesco.com,Tesco Opticians,443456779037.0,,"Mayflower Retail Park, Basildon SS14 3HZ, United Kingdom",basildon,eng,gb,,
tesco.com,Tesco Grocery Click & Collect,443456779087.0,,"Hamble Ln, Bursledon, Southampton SO31 8GN, United Kingdom",bursledon,eng,gb,Vitamins & Supplements,
tesco.com,NEATH ABBEY PFS,441639667645.0,,"Neath Abbey Rd, Neath SA10 7FE, United Kingdom",neath,wls,gb,,
